id,s1,s2,s3,s4,s5,w1,w2,w3,w4,k1,k2,k3,k4,k5,k6,k7,k8,k9,k10,k11,k12,k13,k14,k15
73414,0,0,1,0,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
58783,0,0,0,1,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
100285,0,1,0,0,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
103511,1,0,0,0,0,0,0,1,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0.11,0.04,0.15,0.15,0.02,0.05
33720,0,1,0,0,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
51961,0,1,0,0,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
103435,0,0,0,1,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
18564,0,0,1,0,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0.254,0.04,0.15,0.15,0.02,0.05
16152,0,0,1,0,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
103434,0,0,1,0,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
103437,0,0,1,0,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
65178,0,0,1,0,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0.254,0.04,0.15,0.15,0.02,0.05
101772,0,0,1,0,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
101774,0,0,1,0,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0.254,0.04,0.15,0.15,0.02,0.05
62339,0,0,0,0,1,0,0,1,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0.5,0.04,0.15,0.15,0.02,0.05
101776,0,0,1,0,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
5976,0,0,1,0,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0.11,0.04,0.15,0.15,0.02,0.05
103889,0,0,0,1,0,0,1,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
87958,0,1,0,0,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
103880,0,0,0,0,1,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
103881,0,0,0,0,1,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
103884,0,1,0,0,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
87953,0,0,0,0,1,0,0,1,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0.447,0.04,0.15,0.15,0.02,0.05
103887,0,1,0,0,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
72289,0,0,1,0,0,0,0,0,1 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
43886,0,0,0,1,0,0,0,1,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
43887,0,0,0,0,1,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
43889,0,0,0,0,1,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
101483,0,0,0,1,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
69296,0,1,0,0,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
109935,0,0,1,0,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0.417,0.04,0.15,0.15,0.02,0.05
101488,0,0,0,1,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
69290,0,0,0,1,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
52431,0,0,0,1,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
116287,0,0,0,0,1,0,0,1,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0.5,0.04,0.15,0.15,0.02,0.05
52437,0,0,0,1,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
64768,0,0,0,1,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
10523,0,0,0,1,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
116282,0,0,0,1,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
116283,0,1,0,0,0,0,1,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
102756,0,0,0,1,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
6010,0,0,0,1,0,0,1,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
6012,0,1,0,0,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0.169,0.04,0.15,0.15,0.02,0.05
6017,0,1,0,0,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
6018,0,0,1,0,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
10042,0,1,0,0,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
10044,0,1,0,0,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
96061,0,1,0,0,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
114492,0,1,0,0,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
45107,0,1,0,0,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
85121,0,0,1,0,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
45103,0,1,0,0,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
45101,0,0,0,0,1,0,0,0,1 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
45100,0,1,0,0,0,0,1,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
85627,0,0,0,1,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
85625,0,0,1,0,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
85620,0,1,0,0,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
87484,0,1,0,0,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
44272,0,0,1,0,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
44270,1,0,0,0,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
66178,0,1,0,0,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
42829,1,0,0,0,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
42828,0,1,0,0,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
42821,0,0,0,1,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
42823,0,0,0,1,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
42822,0,0,0,1,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
42825,0,0,0,1,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
42824,0,0,0,0,1,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
42827,0,0,1,0,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
38536,0,1,0,0,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
38537,0,1,0,0,0,0,1,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
5089,0,0,1,0,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
38535,0,1,0,0,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
5083,0,0,0,1,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
5082,0,0,1,0,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
5085,0,0,0,0,1,0,1,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
5331,0,0,0,1,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0.333,0.04,0.15,0.15,0.02,0.05
5332,0,0,0,1,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
5339,0,1,0,0,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
5338,0,0,1,0,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0.091,0.04,0.15,0.15,0.02,0.05
70499,0,1,0,0,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
70498,0,0,1,0,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
36143,0,0,0,1,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
70497,0,0,0,1,0,0,0,0,1 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
36149,0,1,0,0,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
36148,0,1,0,0,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
70492,0,1,0,0,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
18736,0,1,0,0,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
108831,0,0,1,0,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
18734,0,0,1,0,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
33516,0,0,0,1,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
18732,0,1,0,0,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
33510,0,0,0,1,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
18730,0,0,0,1,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
33512,0,0,0,1,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
71725,0,0,0,0,1,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
71727,0,0,1,0,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
71720,0,0,1,0,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
18739,0,0,0,1,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
17810,0,1,0,0,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
17817,0,1,0,0,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
17814,0,0,0,1,0,0,1,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
88545,0,0,0,1,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
17818,0,0,1,0,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0.396,0.04,0.15,0.15,0.02,0.05
17819,0,0,0,0,1,0,0,0,1 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
87176,0,0,0,0,1,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
87818,0,0,0,1,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
29822,0,0,0,1,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
29826,0,0,0,1,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
83669,0,0,0,1,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
29824,0,1,0,0,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
29825,0,0,0,0,1,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
83664,0,0,0,1,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
83665,0,1,0,0,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
29828,0,0,1,0,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
83667,0,0,0,1,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
83660,0,0,0,0,1,0,0,0,1 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
83661,0,1,0,0,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
83662,0,0,0,0,1,0,0,1,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0.5,0.04,0.15,0.15,0.02,0.05
83663,0,0,0,1,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
47996,0,0,1,0,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
99344,0,0,0,0,1,0,0,1,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
118459,0,0,1,0,0,0,0,0,1 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
47992,0,0,0,1,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
47990,0,0,1,0,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0.5,0.04,0.15,0.15,0.02,0.05
118453,0,0,0,1,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
118452,0,0,0,1,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
118457,0,0,0,1,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
47999,0,1,0,0,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
20297,0,1,0,0,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
97037,0,0,0,0,1,0,0,0,1 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
73882,0,0,0,1,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
8009,0,0,0,1,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
82049,0,0,0,1,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
12557,0,0,1,0,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0.11,0.04,0.15,0.15,0.02,0.05
12558,0,0,1,0,0,0,0,1,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0.254,0.04,0.15,0.15,0.02,0.05
12559,0,1,0,0,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
8007,0,0,0,1,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
82043,0,1,0,0,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
8002,0,1,0,0,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
82040,0,1,0,0,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
95951,0,0,0,0,1,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
83389,0,0,0,1,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
118250,0,0,0,1,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
95958,0,0,0,1,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
7468,0,1,0,0,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
110628,0,0,0,1,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
50930,0,0,0,0,1,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
110625,0,1,0,0,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0.381,0.04,0.15,0.15,0.02,0.05
50933,0,1,0,0,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
50934,0,1,0,0,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
50935,0,0,0,1,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
65094,0,1,0,0,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
117076,0,0,0,1,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
117077,0,1,0,0,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
16077,0,0,0,1,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
65099,0,0,0,1,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
16074,0,0,0,1,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
88713,0,1,0,0,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
88715,0,0,0,1,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
88717,1,0,0,0,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
88716,0,0,1,0,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
10893,0,0,1,0,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
10895,0,0,0,1,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
97776,0,0,0,1,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
36091,0,0,0,1,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
118114,0,0,1,0,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
116136,0,1,0,0,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
119461,0,0,1,0,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
119460,0,0,0,1,0,1,0,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
119462,0,0,1,0,0,0,1,0,0 , 0.02,0.1,0.01,0.12,0.04,0.0,0.28,0.0,0.08,0,0.04,0.15,0.15,0.02,0.05
